,Masechet,Daf,Line,Masechet,Comment
5045,Bava Metzia,81,2,בבא קמא,"שומר חנם שפוטר עצמו בטענת גנב - כלומר גנב גנבה ממני ובאו עדים שהיא אצלו משלם תשלומי כפל דכתיב אם לא ימצא הגנב וגו' ודרשינן בבבא קמא (דף סג:) אם לא ימצא כמה שאמר אלא שהוא עצמו גנבו מה כתיב אחריו אשר ירשיעון אלהים ישלם שנים אבל שומר שכר אינו משלם כפל שאם טען נגנבה משלם קרן שהרי הוא חייב בגניבה וטענה אחרת אינה מביאה אותו לידי כפל:
"
5047,Bava Metzia,99,3,"ב""ק","ומחזיר אונאה - ולית ליה לרבא ידו על העליונה דמתניתין דס""ל כר' נתן דברייתא דקיימא לן ר' נתן דיינא הוא ונחית לעומקא דדינא בפרק הבית והעלייה (לעיל בבא מציעא דף קיז: ובב""ק נג.):"
5049,Bava Metzia,105,0,מכות,והאמר רבא - במסכת מכות (דף כ.):
5050,Bava Metzia,105,2,ערכין,הבעלים אומרים בעשרים - גבי מקדיש ופודה הקדשו תנן לה במסכת ערכין (דף כז.): 
5051,Bava Metzia,106,0,שבת,בשבת - מפני כבוד שבת לא יעכב מלאכול בשביל חומש:
5052,Bava Metzia,106,0,שבת,מדקאמר רבי נראין דברי ר' אליעזר בשבת - אבל בחול אינו רואה את דבריו: 
5054,Bava Metzia,107,2,יומא,ואחד הסך - שמן של תרומה דסיכה כשתייה ושתייה כאכילה דאמרינן בפ' בתרא [דיומא] (דף עו.): שתייה כאכילה מואכלת לפני ה' וגו' וכתיב ביה תירושך וסיכה כשתייה דכתיב ותבא כמים בקרבו וכשמן בעצמותיו אבל אם ביערה על ידי דבר אחר אינו משלם חומש דאיש כי יאכל קדש כתיב פרט למזיק את התרומה על ידי דבר שאינה אכילה:
5055,Bava Metzia,107,1,מעילה,הכי גרסינן ותנן הפודה את הקדשו מוסיף חומש - ובמתני' דפירקין הוא ולא גרסינן הנהנה מן ההקדש שוה פרוטה כו' דההיא במעילה קא מיירי וגבי מעילה לא כתיב ויסף אלא יסף ולא כתיב חמישית אלא חמישיתו ואת אשר חטא מן הקדש ישלם וגו':
5056,Bava Metzia,107,0,סדר יומא,"או דלמא - טעמא דתרומה לאו משום משמעותא הוא אלא משום דקיימא לן גורעין ומוסיפין ודורשין הלכך ויסף דגבי תרומה כי שקלת לה ו' דויסף ותיקרי ביה יסף חמישיתו ושדי ליה בסוף חמישיתיו אתקרי חמישיתיו בשני ווין ונשתמע חמישיות הרבה אבל הכא גבי הקדש דלא כתיב אלא חמישית אע""ג דשקלת כו'. ואם תאמר נישדייה באמצע תיבה ונקרי חמישיות כסף ערכך לא אשכחן גורעין ומוסיפין להפסיק את התיבה אלא או בראשה או בסופה כדאמרינן בסדר יומא (דף מח.): ולקח מדם הפר דם מהפר יקבלנו:"
5057,Bava Metzia,107,3,מעילה,"ומועלין בה - השתא קס""ד דמעילה ממש קאמר ולא אפשר ליה לאוקומא הכי חדא דקרא לא במעילה משתעי ועוד דאפילו לית גבה כל הני שייכא מעילה לענין הקדש:"
5058,Bava Metzia,107,0,מעילה,דלמא לענין חומש קאמרת - הך מעילה לאו מעילה ממש קאמר ולא בנהנה מן ההקדש אלא בחומש קאמר ובבא לפדות הקדש קאמר וקרי לחומש מעילה משום דבמעילה נמי שייך חומש ולמעוטי הקדש שני אתא וכדרבי יהושע בן לוי:
5059,Bava Metzia,108,0,סדר יומא,כדאמר רבא כו' - כלומר בהדיא אימעיט אמצע הקדש מינה כדאמר רבא בסדר יומא (דף לד.):
5060,Bava Metzia,109,2,סוטה,ותרומת מעשר של דמאי - שהלוקח מעם הארץ צריך להפריש מספק אבל תרומה גדולה של דמאי ליכא דלא חייבוהו חכמים להפריש כדאמרי' בסוטה (דף מח.) לפי ששלח בכל גבול ארץ ישראל וראה שלא היו מפרישין אלא תרומה גדולה בלבד אלמא זהירין היו בה: 
5061,Bava Metzia,111,1,מנחות,תנינא - דעומר מתיר את גידוליהן במסכת מנחות (דף עא.) והתם מפרש טעמא:
5062,Bava Metzia,112,0,תמורה,תנן התם - במסכת תמורה (דף כו:):
5063,Bava Metzia,112,1,תמורה,"ואיפוך - אליבא דר' יונה אבל אליבא דרבי ירמיה לא תיפוך דהא לר' ירמיה אליבא דרבי יוחנן הקדשות אין להם בטול מקח דמ""ד אקרקעות אבל אהקדשות לא כדשמואל וה""נ איתא בתמורה לרבי יונה איפוך וקמיפלגי ר""ל ור' יוחנן מ""ד אין להן ביטול מקח אית ליה דשמואל דכיון דאימעיט מאונאה לא שנא שתות לא שנא יתר משתות דאילו גבי הדיוט אמרינן טעה אבל בהקדש ליכא למימר טעות:"
5064,Bava Metzia,114,0,שבועות,"הא מני ר""ש היא - במסכת שבועות (דף מב:):"
5065,Bava Metzia,114,2,"סדר יומא, סוכה",לשמור את התינוקות - שלא יטמאו שהיו מגדלין אותן לפרה בחצירות הבנויות בסלעים ותחתיהן חלל כדאמרינן בסוכה בהישן תחת המטה (דף כא.) לפי שעשו מעלה בכהן השורף את הפרה שתהא פרישתו בטהרה ואין אחיו הכהנים נוגעין בו כל שבעה כדאמרינן בסדר יומא (דף ח:) והתינוקות הללו שלא נטמאו מעולם ממלאים מים למקדשין ומזין עליו כל שבעה:
5066,Bava Metzia,114,3,מנחות,ולשמור הזרעים - שדה המבכרת וזרועה לעומר קודם לפסח שבעים יום כדאמרינן במנחות (דף פה.) אי נמי בשביעית ספיחים לעומר ושתי הלחם:
5067,Bava Metzia,114,5,שבת,לפיכך אין אחריות שבת עליו - אם אירע בהן קלקול בשבת אין חייב לשלם:
5068,Bava Metzia,121,0,סנהדרין,לא תגנובו דכתב רחמנא למה לי - לילף מרבית ואונאה שהרי מחסרו ממון לא תגנוב דעשרת הדברות לא קמיבעיא ליה דאזהרה לגונב נפשות הוא כדאמרינן בסנהדרין (דף פו.):
5069,Bava Metzia,127,0,בבא קמא,"אע""פ שאמרו - בבבא קמא פרק שני (ד' כא.):"
5070,Bava Metzia,132,2,יבמות,שנייה - שניות לעריות שגזרו חכמים בפ' שני דיבמות (דף כ.) אין לה כתובה דקנסא הוא דקנסינן לה מפני שמרגילתו עליה כדאמרינן ביבמות (דף פה:):
5071,Bava Metzia,133,1,בבא בתרא,ואין הבכור נוטל פי שנים - למאן דאמר בבבא בתרא (דף קכד:) דאין הבכור נוטל פי שנים במלוה הא נמי הואיל ואתרא דמסלקין מלוה בעלמא הוא דאין השדה לפניו אלא לשעבוד פירות והוה ליה ראוי ואין בכור נוטל בראוי לבא לפניהם לאחר מיתה לחלוק כבמוחזק ביד אביו דכתיב (דברים כ״א:י״ז) בכל אשר ימצא לו:
5072,Bava Metzia,133,3,בבא בתרא,"ולמ""ד - בבבא בתרא (ד' פה:):"
5073,Bava Metzia,135,0,שחיטת חולין,איכא ביצים מוזרות - שאינן קולטות אפרוח ונוטלתן בשכרה והן מותרות באכילה דאמרינן בשחיטת חולין (חולין ד' סד:) ביצים מוזרות נפש היפה תאכלם ור' יהודה לטעמיה דאמר אפילו טבל עמו בציר זהו שכרו ור' שמעון לטעמיה דאמר נוטל שכרו משלם:
5074,Bava Metzia,136,1,בכורות,"בדקה שלשים ובגסה חמשים - כדרך שפרט לך הכתוב בטיפול הבכור שחייב ישראל לטפל בו בדקה שלשים ובגסה חמשים ואח""כ נותנו לכהן דיליף ליה בבכורות (דף כו:) מקראי:"
5075,Bava Metzia,137,1,נדה,"מפרין על שדהו - לשון פרה ורבה ובגמ' מפרש כיצד מפרין ולי נראה מפריז בזיי""ן לשון מרחיב ומגדיל כמו (זכריה ב׳:ח׳) פרזות תשב ירושלם וכן מצינו בנדה (דף ד:) לא כהלל שהפריז על מדותיו וכן יסד רבינו משולם בפיוט חכמי מדות מפריזים:"
5076,Bava Metzia,139,0,בכורות,"הא דקביל עליה נכרי אונסא וזולא - מתניתין דבכורות כגון דקיבל עליה אונסא וזולא ומתני' דהכא דלא קביל עליה אונסא וזולא:
"
5077,Bava Metzia,140,0,כתובות,יורד עמו לחייו - רגיל להתקוטט עמו כאילו הכהו וכאילו בא להורגו ואני שמעתי רשאי לירד לתוך אומנותו של חבירו ולמעט מזונותיו של חבירו וקשה בעיני שיתירו חכמים לישראל להנקם ולגמול רעה ועוד דאמרי' בכתובות (דף נ.) עד שתים עשרה שנה מתגלגל אדם עם בנו מכאן ואילך יורד עמו לחייו ומאי יורד לתוך אומנותו איכא הא לייסרו ולכופו לתורה קאמר:
5078,Bava Metzia,140,0,ערכין,ולא לך אלא לגר - לעיל קאי ורישא דברייתא במסכת ערכין (דף ל:) בא וראה כמה קשה אבקה של שביעית אדם נושא ונותן בפירות שביעית סוף מוכר מטלטליו כו' עד לא באת לידו עד שמוכר עצמו שנאמר ונמכר לך ולא לך אלא לגר:
5079,Bava Metzia,148,2,שבת,עוברין - בשבתות ובימים טובים:
5080,Bava Metzia,148,3,שבת,"משום לווין ופורעים דתנן במסכת שבת (דף קמח.) ובלבד שלא יאמר לו הלויני והתם מפרש טעמא שמא יכתוב: ואריך - ושפיר דמי דמתנה בעלמא הוא ולא רבית:
"
5081,Bava Metzia,158,0,תענית,וסנפו - חברו כמו סניפין עשאום דתענית (דף כה.):
5082,Bava Metzia,162,1,סנהדרין,אי הכי קמה ליה מתני' דלא כרבי עקיבא - דקתני אבל אם הלוהו מעות שומר חנם ואנן קיימא לן במסכת סנהדרין (דף פו.) בכולהו סתמי סתם משנה רבי מאיר סתם סיפרא ר' יהודה סתם ספרי ר' שמעון וכולהו אליבא דר' עקיבא:
5083,Bava Metzia,163,1,בבא קמא,וקיימא לן - בבבא קמא בהמניח את הכד (דף כט.):
5084,Bava Metzia,168,1,סנהדרין,דלא ניטרדיה - כשעלה לארץ ישראל ללמוד מפי ר' יוחנן ואמוראין שבארץ ישראל לא היו בני מחלוקת ונוחין זה לזה כשמן כדאמרי' בסנהדרין (דף כד.) ומיישבין את הטעמים בלא קושיות ופירוקין:
5085,Bava Metzia,169,2,פסחים,"אשטר לך משטר - אמשח לך ע""ג העין משטר מטפח מוליו""ר בלע""ז כדאמרי' גבי כותח הבבלי (חומץ האדומי) בפסחים (דף מד.) משטר קשטר מטבל פתו:"
5086,Bava Metzia,175,1,ביצה,משיפקסו - (מפרש במסכת ביצה) משינטל פיקס שלהן והוא פרח הגדל בראשו ודבוק בו ולאחר זמן הוא נופל בתלוש:
5087,Bava Metzia,176,1,זבחים,"נתחייבו בחלה ולא נתחייבו במעשר - (בפ""ק דקדושין) [ספרי פרשת שלח] דכתיב בבואכם אל הארץ שינה הכתוב ביאה זו מכל ביאות שבתורה שנאמר בהן כי תבואו וכאן נאמר בבואכם. משנכנסו לארץ נתחייבו בחלה אבל במעשר לא נתחייבו אלא לאחר ירושה וישיבה דכתיב עשר תעשר וכתיב בתריה במקום אשר יבחר עד שנבחרה שילה לא נתחייבו והיינו לאחר כיבוש וחילוק כדכתיב ביהושע וכל ימי כיבוש וחילוק היה אהל מועד בגלגל י""ד שנים כדאמר [בזבחים] (דף קיח:):"
